Course Name,State,Tee Colour,Gender,Slope Rating,Course Rating,Par Total,Hole 1 Par,Hole 1 SI,Hole 2 Par,Hole 2 SI,Hole 3 Par,Hole 3 SI,Hole 4 Par,Hole 4 SI,Hole 5 Par,Hole 5 SI,Hole 6 Par,Hole 6 SI,Hole 7 Par,Hole 7 SI,Hole 8 Par,Hole 8 SI,Hole 9 Par,Hole 9 SI,Hole 10 Par,Hole 10 SI,Hole 11 Par,Hole 11 SI,Hole 12 Par,Hole 12 SI,Hole 13 Par,Hole 13 SI,Hole 14 Par,Hole 14 SI,Hole 15 Par,Hole 15 SI,Hole 16 Par,Hole 16 SI,Hole 17 Par,Hole 17 SI,Hole 18 Par,Hole 18 SI
Concord Golf Club,NSW,White,Female,131,77,71,4,15,4,10,4,2,3,17,4,14,3,8,4,3,5,12,4,6,4,4,5,11,4,5,4,18,3,16,5,13,3,9,4,1,4,7
Concord Golf Club,NSW,Red,Male,123,69,71,4,15,4,10,4,2,3,17,4,14,3,8,4,3,5,12,4,6,4,4,5,11,4,5,4,18,3,16,5,13,3,9,4,1,4,7
Concord Golf Club,NSW,Red,Female,124,74,71,4,15,4,10,4,2,3,17,4,14,3,8,4,3,5,12,4,6,4,4,5,11,4,5,4,18,3,16,5,13,3,9,4,1,4,7
Northbridge Golf Club,NSW,Men,Male,110,63,64,3,11,3,9,3,3,4,7,3,6,3,2,4,17,4,15,4,12,4,5,3,1,4,8,5,13,4,10,3,16,3,14,3,18,4,4
Northbridge Golf Club,NSW,Ladies,Female,117,65.4,64,3,11,3,9,3,3,4,7,3,6,3,2,4,17,4,15,4,12,4,5,3,1,4,8,5,13,4,10,3,16,3,14,3,18,4,4
Chatswood Golf Club,NSW,Black,Male,114,66.7,65,4,14,5,9,3,3,3,2,3,7,3,10,3,13,5,8,4,16,4,15,3,12,4,1,3,17,3,5,4,11,3,6,4,18,4,4
Chatswood Golf Club,NSW,Black,Female,115,67.3,65,4,14,5,9,3,3,3,2,3,7,3,10,3,13,5,8,4,16,4,15,3,12,4,1,3,17,3,5,4,11,3,6,4,18,4,4
Chatswood Golf Club,NSW,Red,Male,113,65.9,65,4,14,5,9,3,3,3,2,3,7,3,10,3,13,5,8,4,16,4,15,3,12,4,1,3,17,3,5,4,11,3,6,4,18,4,4
Chatswood Golf Club,NSW,Red,Female,113,66.4,65,4,14,5,9,3,3,3,2,3,7,3,10,3,13,5,8,4,16,4,15,3,12,4,1,3,17,3,5,4,11,3,6,4,18,4,4
North Ryde Golf Club,NSW,Blue,Male,129,69,69,4,5,4,11,3,17,4,7,4,3,3,15,4,1,3,9,5,13,3,12,4,8,4,16,5,6,3,18,4,10,4,2,5,4,3,14
North Ryde Golf Club,NSW,Red,Male,124,70,69,4,5,4,11,3,17,4,7,4,3,3,15,4,1,3,9,5,13,3,12,4,8,4,16,5,6,3,18,4,10,4,2,5,4,3,14
North Ryde Golf Club,NSW,Yellow,Male,118,69,69,4,5,4,11,3,17,4,7,4,3,3,15,4,1,3,9,5,13,3,12,4,8,4,16,5,6,3,18,4,10,4,2,5,4,3,14
Avondale Golf Club,NSW,Champion,Male,132,71.5,71,4,16,3,14,5,2,3,12,4,5,4,4,5,17,3,10,5,8,4,6,3,7,4,13,4,9,5,18,3,11,4,3,4,15,4,1
Avondale Golf Club,NSW,Champion,Female,135,76.2,71,4,16,3,14,5,2,3,12,4,5,4,4,5,17,3,10,5,8,4,6,3,7,4,13,4,9,5,18,3,11,4,3,4,15,4,1
Avondale Golf Club,NSW,White,Male,123,71,71,4,16,3,14,5,2,3,12,4,5,4,4,5,17,3,10,5,8,4,6,3,7,4,13,4,9,5,18,3,11,4,3,4,15,4,1
Avondale Golf Club,NSW,White,Female,132,76.4,71,4,16,3,14,5,2,3,12,4,5,4,4,5,17,3,10,5,8,4,6,3,7,4,13,4,9,5,18,3,11,4,3,4,15,4,1
Avondale Golf Club,NSW,Red,Male,122,71.3,71,4,16,3,14,5,2,3,12,4,5,4,4,5,17,3,10,5,8,4,6,3,7,4,13,4,9,5,18,3,11,4,3,4,15,4,1
Avondale Golf Club,NSW,Red,Female,128,73,71,4,16,3,14,5,2,3,12,4,5,4,4,5,17,3,10,5,8,4,6,3,7,4,13,4,9,5,18,3,11,4,3,4,15,4,1
Stonecutters Ridge,NSW,Blue,Male,134,73.1,71,5,12,4,10,4,2,4,14,4,18,3,4,4,16,4,8,4,6,5,9,3,11,4,3,4,7,4,15,5,17,3,1,3,13,4,5
Stonecutters Ridge,NSW,Blue,Female,140,78.3,71,5,12,4,10,4,2,4,14,4,18,3,4,4,16,4,8,4,6,5,9,3,11,4,3,4,7,4,15,5,17,3,1,3,13,4,5
Stonecutters Ridge,NSW,White,Male,127,71.6,71,5,12,4,10,4,2,4,14,4,18,3,4,4,16,4,8,4,6,5,9,3,11,4,3,4,7,4,15,5,17,3,1,3,13,4,5
Stonecutters Ridge,NSW,White,Female,136,76.6,71,5,12,4,10,4,2,4,14,4,18,3,4,4,16,4,8,4,6,5,9,3,11,4,3,4,7,4,15,5,17,3,1,3,13,4,5
Stonecutters Ridge,NSW,Gold,Male,126,69.1,71,5,12,4,10,4,2,4,14,4,18,3,4,4,16,4,8,4,6,5,9,3,11,4,3,4,7,4,15,5,17,3,1,3,13,4,5
Stonecutters Ridge,NSW,Gold,Female,132,75.2,71,5,12,4,10,4,2,4,14,4,18,3,4,4,16,4,8,4,6,5,9,3,11,4,3,4,7,4,15,5,17,3,1,3,13,4,5
Stonecutters Ridge,NSW,Red,Male,121,70.7,71,5,12,4,10,4,2,4,14,4,18,3,4,4,16,4,8,4,6,5,9,3,11,4,3,4,7,4,15,5,17,3,1,3,13,4,5
Stonecutters Ridge,NSW,Red,Female,126,73,71,5,12,4,10,4,2,4,14,4,18,3,4,4,16,4,8,4,6,5,9,3,11,4,3,4,7,4,15,5,17,3,1,3,13,4,5
Riverside Oaks (Gangurru),NSW,Blue,Male,122,70.7,72,5,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,5,0,5,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,4,0
Riverside Oaks (Gangurru),NSW,Blue,Female,135,76.2,72,5,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,5,0,5,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,4,0
Riverside Oaks (Gangurru),NSW,White,Male,118,68.7,72,5,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,5,0,5,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,4,0
Riverside Oaks (Gangurru),NSW,White,Female,129,73.6,72,5,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,5,0,5,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,4,0
Riverside Oaks (Gangurru),NSW,Red,Male,122,71.1,72,5,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,5,0,5,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,4,0
Riverside Oaks (Gangurru),NSW,Red,Female,126,71.6,72,5,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,5,0,5,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,4,0
Penrith Golf Club,NSW,Blue,Male,123,73.9,72,5,8,4,6,3,18,4,13,4,12,5,9,3,16,4,10,4,1,4,5,3,3,5,7,4,2,4,15,3,14,4,4,5,17,4,11
Penrith Golf Club,NSW,White,Male,120,72.3,72,5,8,4,6,3,18,4,13,4,12,5,9,3,16,4,10,4,1,4,5,3,3,5,7,4,2,4,15,3,14,4,4,5,17,4,11
Penrith Golf Club,NSW,Yellow,Female,134,76.3,72,5,2,4,6,3,17,4,8,4,11,5,1,3,13,4,7,4,9,4,3,3,18,5,4,4,15,4,12,3,16,4,14,5,10,4,5
Penrith Golf Club,NSW,Red,Female,133,75.3,72,5,2,4,6,3,17,4,8,4,11,5,1,3,13,4,7,4,9,4,3,3,18,5,4,4,15,4,12,3,16,4,14,5,10,4,5
Grafton District Golf Club,NSW,Blue,Male,126,72,72,3,18,5,14,4,2,4,12,4,6,3,16,4,4,4,8,5,10,3,11,5,17,4,7,4,5,4,15,4,3,4,1,3,9,5,13
Grafton District Golf Club,NSW,Blue,Female,135,76.5,72,3,18,5,14,4,2,4,12,4,6,3,16,4,4,4,8,5,10,3,11,5,17,4,7,4,5,4,15,4,3,4,1,3,9,5,13
Grafton District Golf Club,NSW,Red,Male,121,70.7,72,3,18,5,14,4,2,4,12,4,6,3,16,4,4,4,8,5,10,3,11,5,17,4,7,4,5,4,15,4,3,4,1,3,9,5,13
Grafton District Golf Club,NSW,Red,Female,127,73,72,3,18,5,14,4,2,4,12,4,6,3,16,4,4,4,8,5,10,3,11,5,17,4,7,4,5,4,15,4,3,4,1,3,9,5,13
Coffs Harbour Golf Club,NSW,White,Male,135,70.8,71,4,3,4,7,3,11,4,1,4,15,3,9,4,13,5,17,4,5,4,18,4,6,3,16,4,14,5,2,3,10,4,4,5,12,4,8
Coffs Harbour Golf Club,NSW,White,Female,130,73.9,71,4,0,4,0,3,0,4,0,4,0,3,0,4,0,5,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,4,0,5,0,4,0
Coffs Harbour Golf Club,NSW,Red,Male,121,70.7,71,4,3,4,7,3,11,4,1,4,15,3,9,4,13,5,17,4,5,4,18,4,6,3,16,4,14,5,2,3,10,4,4,5,12,4,8
Coffs Harbour Golf Club,NSW,Red,Female,142,76.7,71,4,0,4,0,3,0,4,0,4,0,3,0,4,0,5,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,4,0,5,0,4,0
Coffs Harbour Golf Club,NSW,Blue,Male,144,72.7,71,4,3,4,7,3,11,4,1,4,15,3,9,4,13,5,17,4,5,4,18,4,6,3,16,4,14,5,2,3,10,4,4,5,12,4,8
Sawtell Golf Club,NSW,White,Male,133,70.8,71,4,9,4,13,3,11,4,18,4,7,4,12,3,15,5,6,4,3,4,4,3,17,5,10,4,5,4,16,3,8,4,2,5,14,4,1
Sawtell Golf Club,NSW,White,Female,132,74.9,71,4,8,4,12,3,16,4,18,4,4,4,10,3,14,5,2,4,6,4,7,3,17,5,1,4,3,4,11,3,13,4,9,5,5,4,15
Sawtell Golf Club,NSW,Red,Male,122,71,71,4,9,4,13,3,11,4,18,4,7,4,12,3,15,5,6,4,3,4,4,3,17,5,10,4,5,4,16,3,8,4,2,5,14,4,1
Sawtell Golf Club,NSW,Red,Female,133,75.2,71,4,8,4,12,3,16,4,18,4,4,4,10,3,14,5,2,4,6,4,7,3,17,5,1,4,3,4,11,3,13,4,9,5,5,4,15
Nambucca Heads Island Golf Club,NSW,Mens,Male,125,70,69,4,5,5,9,4,17,5,15,3,13,4,7,3,3,3,11,4,1,4,6,5,8,4,14,3,16,4,4,3,12,4,2,4,10,3,18
Nambucca Heads Island Golf Club,NSW,Ladies,Female,132,73,69,4,0,5,0,4,0,5,0,3,0,4,0,3,0,3,0,4,0,4,0,5,0,4,0,3,0,4,0,3,0,4,0,4,0,3,0
Kempsey Golf Club,NSW,White,Male,0,0,72,5,16,4,6,3,18,4,14,4,2,4,4,4,8,3,10,5,12,5,15,3,17,4,3,4,9,5,11,4,1,3,7,4,5,4,13
Kempsey Golf Club,NSW,White,Female,0,0,72,5,0,4,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0,5,0,3,0,4,0,4,0,5,0,4,0,3,0,4,0,4,0
Port Macquarie Golf Club,NSW,Mens,Male,121,70,71,5,6,4,12,4,18,5,8,3,16,4,10,3,2,4,14,4,4,4,7,4,1,5,9,3,3,4,17,4,15,3,13,4,11,4,5
Port Macquarie Golf Club,NSW,Ladies,Female,129,72,71,5,10,4,13,4,16,5,7,3,18,4,11,3,15,4,5,4,3,4,2,4,4,5,8,3,12,4,17,4,9,3,14,4,6,4,1
Club Taree Golf Course,NSW,White,Male,129,70.5,67,5,13,3,16,4,4,3,17,4,9,4,8,3,2,4,1,4,7,4,12,4,10,3,4,4,14,3,16,4,2,3,18,4,6,4,8
Club Taree Golf Course,NSW,White,Female,130,74,67,5,0,3,0,4,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,3,0,4,0,3,0,4,0,4,0
Club Taree Golf Course,NSW,Red,Male,122,71.1,67,5,0,3,0,4,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,3,0,4,0,3,0,4,0,4,0
Club Taree Golf Course,NSW,Red,Female,124,70.6,67,5,0,3,0,4,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,3,0,4,0,3,0,4,0,4,0
Forster Tuncurry Golf Club,NSW,White,Male,118,67.2,66,3,2,4,11,4,16,3,9,4,6,3,12,4,13,3,10,4,5,4,7,3,8,4,1,5,15,3,17,4,3,4,18,3,14,4,4
Forster Tuncurry Golf Club,NSW,White,Female,119,69,66,3,0,4,0,4,0,3,0,4,0,3,0,4,0,3,0,4,0,4,0,3,0,4,0,5,0,3,0,4,0,4,0,3,0,4,0
Forster Tuncurry Golf Club,NSW,Red,Male,116,68,66,3,0,4,0,4,0,3,0,4,0,3,0,4,0,3,0,4,0,4,0,3,0,4,0,5,0,3,0,4,0,4,0,3,0,4,0
Forster Tuncurry Golf Club,NSW,Red,Female,122,71.2,66,3,0,4,0,4,0,3,0,4,0,3,0,4,0,3,0,4,0,4,0,3,0,4,0,5,0,3,0,4,0,4,0,3,0,4,0
Nelson Bay Golf Club,NSW,White,Male,127,69.7,72,4,1,3,3,5,5,4,7,3,9,4,11,4,13,4,15,5,17,4,13,3,17,4,3,5,1,4,7,4,9,3,11,4,5,5,15
Nelson Bay Golf Club,NSW,White,Female,133,75.6,72,4,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,4,0,5,0,4,0,4,0,3,0,4,0,5,0
Nelson Bay Golf Club,NSW,Red,Male,121,70.7,72,4,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,4,0,5,0,4,0,4,0,3,0,4,0,5,0
Nelson Bay Golf Club,NSW,Red,Female,128,73.9,72,4,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,4,0,5,0,4,0,4,0,3,0,4,0,5,0
Merewether Golf Club,NSW,Blue,Male,136,71.3,70,4,6,4,13,3,17,5,12,3,7,5,5,4,2,3,10,4,4,4,1,5,15,4,8,3,14,4,18,4,3,3,11,5,16,3,9
Merewether Golf Club,NSW,Blue,Female,125,71.9,70,4,0,4,0,3,0,5,0,3,0,5,0,4,0,3,0,4,0,4,0,5,0,4,0,3,0,4,0,4,0,3,0,5,0,3,0
Merewether Golf Club,NSW,Red,Male,117,68.3,70,4,6,4,13,3,17,5,12,3,7,5,5,4,2,3,10,4,4,4,1,5,15,4,8,3,14,4,18,4,3,3,11,5,16,3,9
Merewether Golf Club,NSW,Red,Female,136,73.8,70,4,0,4,0,3,0,5,0,3,0,5,0,4,0,3,0,4,0,4,0,5,0,4,0,3,0,4,0,4,0,3,0,5,0,3,0
Charlestown Golf Club,NSW,Blue,Male,141,73.4,72,4,17,3,7,5,13,5,15,4,3,3,1,4,9,4,11,4,5,4,18,4,8,3,14,4,16,4,4,5,2,3,10,4,12,5,6
Charlestown Golf Club,NSW,White,Male,136,71,72,4,17,3,7,5,13,5,15,4,3,3,1,4,9,4,11,4,5,4,18,4,8,3,14,4,16,4,4,5,2,3,10,4,12,5,6
Charlestown Golf Club,NSW,Red,Female,131,75.4,72,4,0,3,0,5,0,5,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,5,0,3,0,4,0,5,0
Newcastle Golf Club,NSW,Blue,Male,136,76,72,4,6,4,10,3,2,5,18,4,4,4,8,3,16,4,12,5,14,5,11,4,17,3,13,5,15,4,3,4,5,3,7,4,1,4,9
Newcastle Golf Club,NSW,Blue,Female,140,78.3,72,4,5,4,7,3,17,5,9,4,1,4,3,3,11,4,15,5,13,5,4,4,2,3,14,5,8,4,18,4,16,3,12,4,6,4,10
Newcastle Golf Club,NSW,White,Male,134,74,72,4,6,4,10,3,2,5,18,4,4,4,8,3,16,4,12,5,14,5,11,4,17,3,13,5,15,4,3,4,5,3,7,4,1,4,9
Newcastle Golf Club,NSW,White,Female,136,76.8,72,4,5,4,7,3,17,5,9,4,1,4,3,3,11,4,15,5,13,5,4,4,2,3,14,5,8,4,18,4,16,3,12,4,6,4,10
Newcastle Golf Club,NSW,Red,Male,123,71.9,72,4,6,4,10,3,2,5,18,4,4,4,8,3,16,4,12,5,14,5,11,4,17,3,13,5,15,4,3,4,5,3,7,4,1,4,9
Newcastle Golf Club,NSW,Red,Female,121,71,72,4,5,4,7,3,17,5,9,4,1,4,3,3,11,4,15,5,13,5,4,4,2,3,14,5,8,4,18,4,16,3,12,4,6,4,10
Gosford Golf Club,NSW,White,Male,116,68.9,71,4,17,5,15,4,5,4,9,3,11,4,3,4,13,3,7,4,1,5,16,4,4,3,8,4,6,3,10,4,12,4,14,4,2,5,18
Gosford Golf Club,NSW,White,Female,133,75.1,71,4,0,5,0,4,0,4,0,3,0,4,0,4,0,3,0,4,0,5,0,4,0,3,0,4,0,3,0,4,0,4,0,4,0,5,0
Gosford Golf Club,NSW,Blue,Male,122,70.2,71,4,17,5,15,4,5,4,9,3,11,4,3,4,13,3,7,4,1,5,16,4,4,3,8,4,6,3,10,4,12,4,14,4,2,5,18
Gosford Golf Club,NSW,Blue,Female,130,73.9,71,4,0,5,0,4,0,4,0,3,0,4,0,4,0,3,0,4,0,5,0,4,0,3,0,4,0,3,0,4,0,4,0,4,0,5,0
Gosford Golf Club,NSW,Red,Male,122,71.4,71,4,17,5,15,4,5,4,9,3,11,4,3,4,13,3,7,4,1,5,16,4,4,3,8,4,6,3,10,4,12,4,14,4,2,5,18
Gosford Golf Club,NSW,Red,Female,126,73.4,71,4,0,5,0,4,0,4,0,3,0,4,0,4,0,3,0,4,0,5,0,4,0,3,0,4,0,3,0,4,0,4,0,4,0,5,0
The Coast Golf Club,NSW,Blue,Male,135,72,70,4,2,5,18,5,16,3,13,4,6,5,9,4,1,3,14,3,10,4,11,4,8,3,15,4,3,4,4,3,12,4,7,4,5,4,17
The Coast Golf Club,NSW,Blue,Female,133,75.5,70,4,0,5,0,5,0,3,0,4,0,5,0,4,0,3,0,3,0,4,0,4,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0
The Coast Golf Club,NSW,White,Male,132,70,70,4,2,5,18,5,16,3,13,4,6,5,9,4,1,3,14,3,10,4,11,4,8,3,15,4,3,4,4,3,12,4,7,4,5,4,17
The Coast Golf Club,NSW,White,Female,129,73.7,70,4,0,5,0,5,0,3,0,4,0,5,0,4,0,3,0,3,0,4,0,4,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0
The Coast Golf Club,NSW,Yellow,Male,126,71,70,4,2,5,18,5,16,3,13,4,6,5,9,4,1,3,14,3,10,4,11,4,8,3,15,4,3,4,4,3,12,4,7,4,5,4,17
The Coast Golf Club,NSW,Yellow,Female,125,71.7,70,4,0,5,0,5,0,3,0,4,0,5,0,4,0,3,0,3,0,4,0,4,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0
The Coast Golf Club,NSW,Red,Male,116,67.8,70,4,2,5,18,5,16,3,13,4,6,5,9,4,1,3,14,3,10,4,11,4,8,3,15,4,3,4,4,3,12,4,7,4,5,4,17
The Coast Golf Club,NSW,Red,Female,129,73,70,4,0,5,0,5,0,3,0,4,0,5,0,4,0,3,0,3,0,4,0,4,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0
Wyong Golf Club,NSW,Blue,Male,124,72.1,71,4,11,4,2,5,15,3,18,5,10,4,4,4,8,4,13,3,6,5,9,4,5,4,1,3,16,4,7,3,12,5,14,3,17,4,3
Wyong Golf Club,NSW,Blue,Female,134,75.9,71,4,0,4,0,5,0,3,0,5,0,4,0,4,0,4,0,3,0,5,0,4,0,4,0,3,0,4,0,3,0,5,0,3,0,4,0
Wyong Golf Club,NSW,White,Male,123,70.8,71,4,11,4,2,5,15,3,18,5,10,4,4,4,8,4,13,3,6,5,9,4,5,4,1,3,16,4,7,3,12,5,14,3,17,4,3
Wyong Golf Club,NSW,White,Female,132,74.9,71,4,0,4,0,5,0,3,0,5,0,4,0,4,0,4,0,3,0,5,0,4,0,4,0,3,0,4,0,3,0,5,0,3,0,4,0
Wyong Golf Club,NSW,Purple,Male,124,72,71,4,11,4,2,5,15,3,18,5,10,4,4,4,8,4,13,3,6,5,9,4,5,4,1,3,16,4,7,3,12,5,14,3,17,4,3
Wyong Golf Club,NSW,Purple,Female,120,69.9,71,4,0,4,0,5,0,3,0,5,0,4,0,4,0,4,0,3,0,5,0,4,0,4,0,3,0,4,0,3,0,5,0,3,0,4,0
Wyong Golf Club,NSW,Red,Male,121,70.8,71,4,11,4,2,5,15,3,18,5,10,4,4,4,8,4,13,3,6,5,9,4,5,4,1,3,16,4,7,3,12,5,14,3,17,4,3
Wyong Golf Club,NSW,Red,Female,130,74.4,71,4,0,4,0,5,0,3,0,5,0,4,0,4,0,4,0,3,0,5,0,4,0,4,0,3,0,4,0,3,0,5,0,3,0,4,0
Club Banora,NSW,Blue,Male,133,69,72,5,4,3,11,4,12,4,3,4,15,4,14,3,2,5,8,4,17,5,13,3,16,3,18,4,1,4,9,4,10,3,6,5,5,5,7
Club Banora,NSW,Blue,Female,130,73.8,72,5,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,5,0,3,0,3,0,4,0,4,0,4,0,3,0,5,0,5,0
Club Banora,NSW,White,Male,123,67.2,72,5,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,5,0,3,0,3,0,4,0,4,0,4,0,3,0,5,0,5,0
Club Banora,NSW,White,Female,130,73.8,72,5,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,5,0,3,0,3,0,4,0,4,0,4,0,3,0,5,0,5,0
Club Banora,NSW,Red,Male,121,70.4,72,5,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,5,0,3,0,3,0,4,0,4,0,4,0,3,0,5,0,5,0
Club Banora,NSW,Red,Female,115,73,72,5,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,5,0,3,0,3,0,4,0,4,0,4,0,3,0,5,0,5,0
Ocean Shores Country Club,NSW,Blue,Male,130,72,72,5,10,4,4,3,8,5,16,4,2,3,14,4,12,3,18,5,6,5,15,4,3,4,1,4,7,4,13,3,17,4,5,3,11,5,9
Ocean Shores Country Club,NSW,White,Male,127,71,72,5,10,4,4,3,8,5,16,4,2,3,14,4,12,3,18,5,6,5,15,4,3,4,1,4,7,4,13,3,17,4,5,3,11,5,9
Ocean Shores Country Club,NSW,Red,Male,120,68,72,5,10,4,4,3,8,5,16,4,2,3,14,4,12,3,18,5,6,5,15,4,3,4,1,4,7,4,13,3,17,4,5,3,11,5,9
Ocean Shores Country Club,NSW,Blue,Female,133,77,73,5,0,3,0,5,0,4,0,3,0,5,0,4,0,4,0,3,0,4,0,5,0,3,0,4,0,5,0,4,0,3,0,4,0,5,0
Ocean Shores Country Club,NSW,Red,Female,128,74,72,5,10,4,4,3,8,5,16,4,2,3,14,4,12,3,18,5,6,5,15,4,3,4,1,4,7,4,13,3,17,4,5,3,11,5,9
Bonville Golf Resort,NSW,Black,Male,145,74.5,72,4,2,4,12,3,8,5,14,3,18,4,6,5,16,3,4,4,10,5,13,3,9,4,1,4,3,5,15,4,7,4,5,3,11,5,17
Bonville Golf Resort,NSW,Black,Female,138,77.7,72,4,1,4,11,3,17,5,3,3,15,4,7,5,5,3,13,4,9,5,4,3,18,4,8,4,2,5,16,4,6,4,14,3,12,5,10
Bonville Golf Resort,NSW,Blue,Male,144,74.3,72,4,2,4,12,3,8,5,14,3,18,4,6,5,16,3,4,4,10,5,13,3,9,4,1,4,3,5,15,4,7,4,5,3,11,5,17
Bonville Golf Resort,NSW,Blue,Female,137,77.2,72,4,1,4,11,3,17,5,3,3,15,4,7,5,5,3,13,4,9,5,4,3,18,4,8,4,2,5,16,4,6,4,14,3,12,5,10
Bonville Golf Resort,NSW,White,Male,138,72.9,72,4,2,4,12,3,8,5,14,3,18,4,6,5,16,3,4,4,10,5,13,3,9,4,1,4,3,5,15,4,7,4,5,3,11,5,17
Bonville Golf Resort,NSW,White,Female,134,76,72,4,1,4,11,3,17,5,3,3,15,4,7,5,5,3,13,4,9,5,4,3,18,4,8,4,2,5,16,4,6,4,14,3,12,5,10
Bonville Golf Resort,NSW,Red,Male,121,70.3,72,4,2,4,12,3,8,5,14,3,18,4,6,5,16,3,4,4,10,5,13,3,9,4,1,4,3,5,15,4,7,4,5,3,11,5,17
Bonville Golf Resort,NSW,Red,Female,143,74.4,72,4,1,4,11,3,17,5,3,3,15,4,7,5,5,3,13,4,9,5,4,3,18,4,8,4,2,5,16,4,6,4,14,3,12,5,10
Lismore Workers Golf Club,NSW,Blue,Male,118,70,70,5,7,3,18,4,11,4,1,3,10,5,17,4,2,3,14,4,4,4,8,3,16,4,5,3,12,5,13,5,6,3,15,4,9,4,3
Lismore Workers Golf Club,NSW,Blue,Female,133,75.5,70,5,0,3,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0,4,0,3,0,4,0,3,0,5,0,5,0,3,0,4,0,4,0
Lismore Workers Golf Club,NSW,White,Male,118,70,70,5,0,3,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0,4,0,3,0,4,0,3,0,5,0,5,0,3,0,4,0,4,0
Lismore Workers Golf Club,NSW,White,Female,117,68,70,5,0,3,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0,4,0,3,0,4,0,3,0,5,0,5,0,3,0,4,0,4,0
Tallwoods Golf Resort,NSW,Black,Male,141,73,72,4,9,3,5,5,13,4,1,5,3,3,17,4,7,4,11,4,15,4,10,3,6,4,14,5,2,3,4,5,18,3,8,4,12,5,16
Tallwoods Golf Resort,NSW,Black,Female,139,77.9,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Tallwoods Golf Resort,NSW,Gold,Male,139,72,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Tallwoods Golf Resort,NSW,Gold,Female,138,77.6,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Tallwoods Golf Resort,NSW,Blue,Male,135,71.3,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Tallwoods Golf Resort,NSW,Blue,Female,134,76,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Tallwoods Golf Resort,NSW,White,Male,133,70,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Tallwoods Golf Resort,NSW,White,Female,130,74.1,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Tallwoods Golf Resort,NSW,Purple,Male,122,71.3,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Tallwoods Golf Resort,NSW,Purple,Female,134,74,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
